USER_ID,SIGNUP_DATE,SIGNUP_MONTH,COUNTRY,AGE,AGE_BUCKET,GENDER,PLAN_TYPE,TOTAL_EVENTS,ACTIVE_DAYS,ENGAGEMENT_EVENTS,FIRST_EVENT_DATE,LAST_EVENT_DATE,EVENTS_LAST_30D,EVENTS_LAST_7D,NUM_SUBSCRIPTIONS,TOTAL_REVENUE,LAST_SUB_START,LAST_SUB_END,HAS_ACTIVE_SUB,NUM_SURVEYS,NO_SURVEY_FLAG,AVG_NPS_SCORE,AVG_CSAT_0_TO_10,PCT_PROMOTER,PCT_DETRACTOR,PCT_WITH_MEANINGFUL_COMMENT,LAST_SURVEY_DATE,EXPERIMENT_VARIANT,IS_TREATMENT,LABEL_LAST_EVENT_DATE,LABEL_LAST_SUB_END,DAYS_SINCE_LAST_EVENT,CHURNED
5ef4d269-1f75-4666-9149-0f0f0eff8e89,2023-05-17,2023-05-01,MEXICO,,unknown,male,free,45,43,41,2022-12-04,2025-01-30,5,2,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-30,,0,0
622a4c91-3753-414a-837d-540123b5765a,2023-04-13,2023-04-01,CANADA,29,25-34,nonbinary,basic,47,46,37,2022-12-07,2025-01-30,3,3,1,0,2023-09-11,2024-09-10,1,1,0,9.000000,0.0000000,1.000000,0.000000,1.000000,2024-04-08,treatment,1,2025-01-30,2024-09-10,0,1
acce939a-2230-4bdb-b23d-cec345d46faa,2024-03-16,2024-03-01,MEXICO,36,35-44,nonbinary,basic,39,39,32,2022-12-23,2025-01-19,3,3,1,15,2023-07-25,2023-07-25,0,1,0,0.000000,0.0000000,0.000000,1.000000,1.000000,2024-03-18,treatment,1,2025-01-19,2023-07-25,0,1
d52fc974-d9f5-4997-a5de-9fe26264a640,2023-10-08,2023-10-01,USA,,unknown,prefer_not_to_say,free,45,44,35,2023-01-04,2025-01-30,2,2,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-30,,0,0
8c51bf6b-53d9-4476-a508-86aff5462084,2023-05-30,2023-05-01,UK,39,35-44,male,free,37,37,27,2022-12-27,2025-01-29,5,4,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-29,,0,0
99dfcc51-17f4-4f70-92aa-fdee13458383,2024-01-03,2024-01-01,CANADA,,unknown,female,basic,46,44,39,2023-01-10,2024-12-06,1,0,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2024-12-06,,25,0
7ddf1f3d-9a46-4658-97ae-58f7fc84a9a0,2023-07-05,2023-07-01,UK,34,25-34,nonbinary,premium,38,37,35,2022-12-03,2025-01-11,2,2,0,0,,,0,1,0,0.000000,0.0000000,0.000000,0.000000,1.000000,2024-12-16,control,0,2025-01-11,,0,0
43b233fb-0676-4c98-9790-b412e5ed5fbd,2023-03-09,2023-03-01,CANADA,37,35-44,female,free,45,43,38,2022-12-18,2025-01-27,3,2,0,0,,,0,1,0,1.000000,5.0000000,0.000000,1.000000,1.000000,2024-07-02,treatment,1,2025-01-27,,0,0
ec00f8c1-5591-4798-b87d-5786f1b3fceb,2023-04-27,2023-04-01,MEXICO,24,18-24,prefer_not_to_say,free,36,34,27,2022-12-21,2025-01-04,3,2,0,0,,,0,1,0,3.000000,0.0000000,0.000000,1.000000,1.000000,2023-09-07,no_experiment,0,2025-01-04,,0,0
cfeb7b66-9d44-48d8-814f-46cb2a9d17c0,2024-03-11,2024-03-01,MEXICO,18,18-24,female,basic,45,44,36,2022-12-30,2025-01-07,2,1,0,0,,,0,1,0,7.000000,10.0000000,0.000000,0.000000,1.000000,2024-02-14,no_experiment,0,2025-01-07,,0,0
ba4abad1-2536-44d5-adb8-84728f6d16e8,2024-02-27,2024-02-01,CANADA,30,25-34,nonbinary,basic,42,41,32,2022-12-12,2025-01-16,5,3,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-16,,0,0
5dadf174-cad7-411f-bd64-af31cbd3a995,2023-10-03,2023-10-01,CANADA,42,35-44,prefer_not_to_say,premium,39,39,33,2022-12-26,2025-01-22,1,1,1,0,2024-01-01,2024-12-31,1,1,0,0.000000,5.0000000,0.000000,0.000000,1.000000,2024-01-16,control,0,2025-01-22,2024-12-31,0,0
863a1745-866d-4abc-83f0-3181e55860db,2023-07-10,2023-07-01,CANADA,17,18-24,nonbinary,free,36,35,29,2023-01-02,2025-01-21,3,2,1,0,2023-10-30,2023-11-09,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-21,2023-11-09,0,1
e0cf418c-9712-4d45-b9f9-6043575abceb,2023-10-20,2023-10-01,MEXICO,31,25-34,male,premium,49,48,40,2022-12-02,2025-01-27,2,2,0,0,,,0,1,0,3.000000,2.5000000,0.000000,1.000000,1.000000,2024-11-15,no_experiment,0,2025-01-27,,0,0
eb510e8b-a095-47e2-8dd8-9a2bfb9890f2,2023-10-04,2023-10-01,USA,37,35-44,female,basic,43,42,40,2022-12-04,2025-01-29,5,4,0,0,,,0,1,0,1.000000,2.5000000,0.000000,1.000000,1.000000,2024-03-22,treatment,1,2025-01-29,,0,0
95b05897-bce6-4386-94ef-bf381519c893,2024-07-29,2024-07-01,CANADA,22,18-24,female,basic,52,48,44,2022-12-05,2024-12-31,1,1,0,0,,,0,1,0,1.000000,5.0000000,0.000000,1.000000,1.000000,2023-01-01,no_experiment,0,2024-12-31,,0,0
d77518d5-4f45-4472-89ac-dd3ac637a5e1,2023-05-26,2023-05-01,MEXICO,34,25-34,male,premium,39,37,30,2022-12-12,2025-01-28,3,2,1,10,2023-03-09,2023-03-19,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-28,2023-03-19,0,1
37cb7c21-fd14-4c75-b473-166ede9cec2d,2023-09-23,2023-09-01,CANADA,,unknown,prefer_not_to_say,premium,39,39,34,2022-12-10,2024-12-29,2,1,1,30,2023-02-05,2023-03-07,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2024-12-29,2023-03-07,2,1
1594125a-78af-4760-8513-9b4af71de194,2023-05-12,2023-05-01,USA,16,18-24,male,free,43,39,32,2023-01-25,2025-01-26,8,4,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-26,,0,0
7cf6a3a4-3ab6-4344-b4c4-4b66892a2a0e,2023-04-29,2023-04-01,UK,,unknown,prefer_not_to_say,free,51,49,45,2022-12-15,2024-12-28,1,1,0,0,,,0,1,0,1.000000,0.0000000,0.000000,1.000000,1.000000,2024-06-25,control,0,2024-12-28,,3,0
c04bce0f-eba3-41f8-9a75-920e10175aa8,2023-04-27,2023-04-01,CANADA,34,25-34,prefer_not_to_say,free,45,45,42,2022-12-13,2025-01-15,2,2,1,0,2023-07-23,2023-08-22,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-15,2023-08-22,0,1
b000d1d8-7e68-46ce-8ce0-985c2f77f7c2,2023-07-07,2023-07-01,USA,44,35-44,prefer_not_to_say,free,48,46,42,2022-12-28,2024-12-23,2,0,1,30,2023-11-16,2024-11-15,1,1,0,8.000000,5.0000000,0.000000,0.000000,1.000000,2024-11-18,control,0,2024-12-23,2024-11-15,8,1
78cd53b0-94ce-497b-86f8-984e9e2a01f0,2023-08-02,2023-08-01,USA,38,35-44,prefer_not_to_say,premium,36,36,28,2022-12-16,2024-11-19,0,0,1,10,2023-11-01,2023-11-01,0,1,0,0.000000,5.0000000,0.000000,1.000000,1.000000,2023-11-01,control,0,2024-11-19,2023-11-01,42,1
a5c80a1c-e4fb-40e1-9921-405ed2f095ac,2023-05-08,2023-05-01,USA,25,25-34,female,free,40,39,34,2022-12-15,2025-01-27,4,3,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-27,,0,0
92bae4cd-a884-47d0-97a8-b4705f5da2fd,2024-01-21,2024-01-01,MEXICO,36,35-44,female,free,34,33,31,2022-12-31,2024-12-31,2,1,0,0,,,0,1,0,2.000000,2.5000000,0.000000,1.000000,1.000000,2024-03-31,no_experiment,0,2024-12-31,,0,0
ced88348-f667-48a2-9723-e89c6ffcf53e,2023-01-23,2023-01-01,CANADA,30,25-34,female,free,50,48,40,2022-12-21,2025-01-14,7,3,0,0,,,0,1,0,1.000000,7.5000000,0.000000,1.000000,1.000000,2024-05-19,treatment,1,2025-01-14,,0,0
2942ed3a-0802-4cc7-9cc7-0277e14779c2,2023-11-16,2023-11-01,USA,50,45-59,female,free,44,43,35,2022-12-08,2025-01-22,6,3,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-22,,0,0
9ac83d02-5015-4f1d-bdbf-5695bce12f8e,2024-03-09,2024-03-01,CANADA,34,25-34,male,free,40,39,35,2023-01-26,2025-01-25,5,4,1,15,2023-12-04,2024-01-03,0,1,0,4.000000,10.0000000,0.000000,1.000000,1.000000,2024-12-11,no_experiment,0,2025-01-25,2024-01-03,0,1
dfa8de26-c1a9-466d-8b32-f4a3bccfc6dc,2024-06-23,2024-06-01,MEXICO,32,25-34,male,free,58,56,44,2022-12-09,2025-01-20,7,4,1,15,2023-07-16,2024-07-15,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-20,2024-07-15,0,1
df4e47f6-e6d6-48cb-9bc5-891764c92f16,2023-11-02,2023-11-01,UK,37,35-44,nonbinary,premium,51,50,41,2023-01-02,2025-01-19,5,3,2,40,2023-04-06,2024-04-05,1,1,0,0.000000,0.0000000,0.000000,0.000000,1.000000,2023-08-28,no_experiment,0,2025-01-19,2024-04-05,0,1
f873cf90-798d-40b9-b382-8ce868e16be1,2023-09-22,2023-09-01,USA,23,18-24,nonbinary,free,38,37,36,2022-12-03,2025-01-19,3,2,1,30,2023-09-25,2023-10-25,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-19,2023-10-25,0,1
48e8cd0b-4b95-47ed-8c56-bdc53184fa5b,2023-06-26,2023-06-01,UK,27,25-34,prefer_not_to_say,free,60,59,49,2022-12-15,2024-12-31,2,1,1,30,2023-06-18,2024-06-17,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2024-12-31,2024-06-17,0,1
618c46ae-8bca-483f-9e0b-24e8198fceff,2023-10-28,2023-10-01,USA,33,25-34,male,free,39,35,37,2023-01-12,2025-01-01,2,1,1,30,2023-05-20,2023-06-19,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-01,2023-06-19,0,1
229f48a0-1bf3-4e97-9495-93f76db554ce,2024-07-18,2024-07-01,MEXICO,47,45-59,male,basic,75,71,60,2022-12-04,2025-01-28,4,2,0,0,,,0,1,0,0.000000,5.0000000,0.000000,0.000000,1.000000,2023-08-14,control,0,2025-01-28,,0,0
945eb8fd-2b6a-415d-b514-b5b0cdda80c0,2024-09-19,2024-09-01,CANADA,40,35-44,nonbinary,free,39,39,31,2022-12-07,2025-01-19,6,3,0,0,,,0,1,0,0.000000,10.0000000,0.000000,0.000000,1.000000,2024-10-07,control,0,2025-01-19,,0,0
9c0e824e-c8ac-4459-b19a-82e67f3345dc,2023-02-09,2023-02-01,USA,46,45-59,prefer_not_to_say,basic,77,74,67,2022-12-05,2025-01-15,9,7,2,15,2023-11-14,2023-12-14,1,2,0,1.000000,5.0000000,0.000000,0.500000,1.000000,2024-11-02,no_experiment,0,2025-01-15,2023-12-14,0,1
38f54ecc-7ce1-4083-91fa-917bd3668581,2024-09-13,2024-09-01,USA,29,25-34,female,free,47,46,40,2023-01-07,2025-01-29,2,2,1,15,2023-10-27,2023-11-26,1,1,0,7.000000,10.0000000,0.000000,0.000000,1.000000,2023-08-04,control,0,2025-01-29,2023-11-26,0,1
1fd8a512-5655-4fe7-bbb1-ff2baa40dec2,2023-02-28,2023-02-01,MEXICO,29,25-34,male,free,51,51,41,2022-12-29,2025-01-01,3,2,1,10,2023-05-04,2024-05-03,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-01,2024-05-03,0,1
ed57a168-77e0-4e58-8ce0-86356c17980a,2024-05-03,2024-05-01,MEXICO,29,25-34,male,basic,28,28,21,2023-02-07,2025-01-06,4,2,2,0,2023-03-09,2023-04-08,0,1,0,9.000000,7.5000000,1.000000,0.000000,1.000000,2023-10-12,control,0,2025-01-06,2023-04-08,0,1
a9ca1665-714c-41e3-8646-07fd2e5c7573,2024-02-02,2024-02-01,MEXICO,,unknown,prefer_not_to_say,premium,44,42,34,2022-12-25,2025-01-29,2,1,1,30,2024-01-21,2025-01-20,1,1,0,5.000000,0.0000000,0.000000,1.000000,1.000000,2023-08-29,treatment,1,2025-01-29,2025-01-20,0,0
625fa0c4-1c39-4451-9524-285dfed45535,2024-04-04,2024-04-01,CANADA,46,45-59,female,free,29,28,24,2022-12-13,2024-12-05,1,0,1,0,2023-07-23,2024-07-22,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2024-12-05,2024-07-22,26,1
d05cab15-e002-4cc1-88b9-dfe87f019d03,2023-03-18,2023-03-01,USA,37,35-44,male,free,32,31,30,2023-01-05,2024-11-30,0,0,1,30,2023-05-16,2023-06-15,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2024-11-30,2023-06-15,31,1
90a5ec9c-9928-43f7-93dd-5228e754b233,2023-02-18,2023-02-01,USA,39,35-44,male,premium,32,30,27,2022-12-15,2025-01-08,2,2,2,15,2023-03-11,2024-03-07,0,1,0,1.000000,0.0000000,0.000000,1.000000,1.000000,2024-11-14,treatment,1,2025-01-08,2024-03-07,0,1
e84ac644-2d90-4c6e-891b-a0f0f504baf6,2023-09-05,2023-09-01,USA,16,18-24,prefer_not_to_say,premium,108,103,88,2022-12-02,2025-01-30,12,8,0,0,,,0,2,0,0.000000,5.0000000,0.000000,0.000000,1.000000,2023-07-04,treatment,1,2025-01-30,,0,0
09f66cdf-ed9a-496f-93a6-00a409a23ed9,2024-06-18,2024-06-01,UK,18,18-24,prefer_not_to_say,free,45,42,39,2022-12-16,2024-12-19,2,0,2,20,2023-10-15,2023-11-14,1,1,0,2.000000,0.0000000,0.000000,1.000000,1.000000,2023-09-20,control,0,2024-12-19,2023-11-14,12,1
4c5040e3-6ee4-44fc-975a-3bc97a3a9abc,2024-07-24,2024-07-01,USA,30,25-34,female,basic,58,56,48,2022-12-22,2024-11-15,0,0,1,30,2023-04-13,2023-05-13,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2024-11-15,2023-05-13,46,1
7be7d1d8-7ab2-4a0f-98a1-a0131b73e978,2023-04-10,2023-04-01,USA,31,25-34,male,free,32,31,28,2022-12-23,2025-01-27,3,2,1,15,2023-12-25,2024-01-24,1,1,0,2.000000,5.0000000,0.000000,1.000000,1.000000,2024-08-10,control,0,2025-01-27,2024-01-24,0,1
1a4d000f-bff3-402a-86ff-62b60faa657a,2023-09-16,2023-09-01,MEXICO,16,18-24,nonbinary,basic,38,38,33,2022-12-06,2025-01-25,3,2,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-25,,0,0
cbee0c40-03ed-46b3-84a1-6fc03e9d34a0,2023-03-24,2023-03-01,MEXICO,29,25-34,nonbinary,basic,41,39,34,2023-01-06,2025-01-14,3,2,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-14,,0,0
aee100c7-4931-409b-ac91-9b5b9eafbb03,2024-08-04,2024-08-01,USA,29,25-34,female,basic,43,42,38,2022-12-21,2025-01-29,4,4,1,15,2023-01-30,2023-01-30,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-29,2023-01-30,0,1
d8de162d-91af-47ed-8ccc-c28c11b5cd57,2024-01-29,2024-01-01,UK,44,35-44,male,premium,54,53,46,2022-12-13,2025-01-27,4,4,1,15,2023-05-24,2023-06-23,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,no_experiment,0,2025-01-27,2023-06-23,0,1
0ee4adcb-cd25-443b-a43f-dea45bae7a5d,2023-03-28,2023-03-01,USA,64,60+,female,basic,39,39,29,2022-12-14,2025-01-07,2,2,0,0,,,0,1,0,0.000000,0.0000000,0.000000,0.000000,1.000000,2024-12-02,treatment,1,2025-01-07,,0,0
8039749d-5f54-4b42-9695-0590f04c74c8,2024-03-02,2024-03-01,CANADA,49,45-59,male,free,32,31,26,2022-12-16,2024-12-19,3,0,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2024-12-19,,12,0
7e497f35-3dfd-49c5-b881-24c1c24358d9,2024-02-27,2024-02-01,MEXICO,50,45-59,female,basic,35,35,26,2022-12-20,2025-01-02,2,2,0,0,,,0,1,0,6.000000,10.0000000,0.000000,1.000000,1.000000,2024-09-20,control,0,2025-01-02,,0,0
af48684a-6a7d-4258-a3c9-0b53427f3a2e,2024-02-24,2024-02-01,UK,38,35-44,female,free,43,43,36,2022-12-06,2025-01-12,3,2,0,0,,,0,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,control,0,2025-01-12,,0,0
109d1b02-2c09-4fc4-8a91-bc262808beb5,2024-06-14,2024-06-01,CANADA,16,18-24,prefer_not_to_say,free,41,41,36,2022-12-14,2025-01-15,4,2,1,0,2023-04-11,2023-05-11,1,1,0,5.000000,2.5000000,0.000000,1.000000,1.000000,2024-05-12,no_experiment,0,2025-01-15,2023-05-11,0,1
485b444c-907b-4726-8d7c-0ffd53ae6f1c,2023-02-14,2023-02-01,CANADA,41,35-44,prefer_not_to_say,basic,43,42,39,2022-12-09,2024-12-18,2,0,0,0,,,0,1,0,0.000000,2.5000000,0.000000,0.000000,1.000000,2024-03-19,no_experiment,0,2024-12-18,,13,0
56373ed1-d270-46d0-a2a9-e6fb46b9b5fa,2024-08-08,2024-08-01,UK,,unknown,nonbinary,free,36,35,31,2023-01-01,2025-01-25,3,1,1,0,2023-06-12,2023-07-12,1,0,1,0.000000,0.0000000,0.000000,0.000000,0.000000,,treatment,1,2025-01-25,2023-07-12,0,1
