user_id,signup_date,country,age,gender,plan_type,acquisition_channel,primary_device
5d24a4f5-a924-4d9a-a46b-5ed8b8b77c0f,2024-09-02,MEXICO,35.0,Fmale,free,google_ads,android
dd9e3986-31f0-4b28-84dc-fdb100639f48,Jul 20 2024,MEXICO,22.0,female,basic,Fbook,web
70be2c29-d800-4226-8907-6a598c0e199c,2023-12-15,MEXICO,17.0,Fmale,free,facebook_ads,
c91df62b-ec7d-478c-8c48-fe4d4916dfad,27-05-2024,Canada,46.0,male,basic,facebook_ads,android
1b26dc9b-a45c-4fb1-8f24-d17fb6663880,06/06/2023,USA,29.0,nonbinary,basic,google_ads,android
3a63f354-5202-470e-8f15-b69f11788397,05-09-2024,Mexico,32.0,nonbinary,free,facebook_ads,ios
d8eb1a7b-7d31-49b2-8959-2f197df1ef93,03-09-2023,uk,17.0,female,free,google_ads,ios
83cc4f4b-3aed-4196-8ef0-6dd7810d95db,Mar 12 2023,MEXICO,26.0,male,free,Adwords,android
5c16d213-5710-454d-8633-cce3ef452424,Jun 24 2024,Canada,33.0,prefer_not_to_say,premium,organic,android
14c7de55-13e1-4e25-b67a-20b792c1010a,16-11-2023,uk,20.0,prefer_not_to_say,premium,referral,android
824bb3b3-7605-4a4f-8dd5-5e4a1f09e325,May 04 2023,Canada,35.0,male,free,Adwords,android
71078831-37ef-43be-a491-39d207b27ab4,25-08-2024,USA,25.0,male,free,referral,ios
1015c5cc-b38b-47f0-a281-4d26592a26bc,Feb 02 2023,canada,29.0,nonbinary,free,facebook_ads,android
e4ebf996-6b80-413e-88c2-981aac1dda92,06-07-2024,canada,25.0,male,basic,organic,android
5f1ce95d-6b7e-42f6-8ea2-3d134c71ecab,29-04-2024,uk,50.0,prefer_not_to_say,free,facebook_ads,android
339ce2d1-7682-481b-acd4-2c9a44dd342b,25-02-2024,usa,31.0,prefer_not_to_say,premium,facebook_ads,android
8e93bc7c-a8b0-433c-b70d-f13ac9d7e2f4,2023-03-04,canada,21.0,prefer_not_to_say,basic,organic,ios
6538cc82-588e-4b94-8e1c-3edabcdceb63,2023-07-14,USA,40.0,prefer_not_to_say,free,facebook_ads,android
ec63b77b-f131-4a8a-9b45-f4b11f6b4f77,03/29/2024,USA,19.0,Fmale,free,email,web
87e69a8f-360f-47b8-9743-2cf77a0b3c88,31-08-2023,USA,34.0,male,free,google_ads,web
d2f24a2a-eb69-43d7-8a05-d4253d44cd9a,Jun 18 2023,UK,16.0,prefer_not_to_say,free,google_ads,web
7b6dadec-9247-4161-8a48-2d6e5812ca15,10/20/2023,UK,18.0,prefer_not_to_say,basic,referal,android
78e19ae2-3ff7-4930-a51e-dcbc5a78e26c,Jun 08 2023,USA,33.0,male,free,email,android
b20ba112-c4fd-4a90-bf6c-660ae19691a4,11/18/2023,Canada,39.0,female,free,ggl,web
743505cf-596f-45b4-9dda-22c8aefa0c8b,02/28/2023,Canada,33.0,f,premium,facebook_ads,ios
fa58e1a4-b986-4a51-b8e2-c499beb9bc7f,Feb 18 2024,USA,30.0,female,premium,google_ads,android
d6f95ec2-18ec-4733-82da-318043b1bd31,Sep 26 2024,mexico,28.0,f,free,google_ads,android
04883af8-f1be-4414-833d-3503c0e061f6,07/29/2023,Mexico,17.0,nonbinary,free,google_ads,android
5dd2a291-21dd-41ea-96ad-ba62be83e28a,Apr 13 2024,usa,24.0,nonbinary,premium,organic,ios
e2c4999e-35c5-4735-8f03-45f5c5ee802f,Mar 17 2023,USA,27.0,m,basic,facebook,ios
e161ca4e-d2f0-4eed-9d15-72fc1bb2fea5,09/08/2023,mexico,42.0,nonbinary,free,google_ads,android
fc818f43-670a-4215-9ed7-f166acc866ca,2024-09-18,USA,35.0,female,basic,Adwords,web
024335a2-7f1e-42ae-a6e6-6ebc8ec76aac,May 18 2023,Mexico,16.0,nonbinary,free,facebook_ads,
805698d7-68fc-471d-a21a-9ab50a166120,16-10-2023,Mexico,35.0,male,basic,facebook_ads,android
99e067b0-4e3d-428e-8a5e-c625952bd983,Jun 01 2024,uk,28.0,prefer_not_to_say,free,org,ios
e46bbd1f-43c6-4ed6-9f69-4ead78b6eebb,2023-10-11,mexico,25.0,female,free,organic,
d3aff0de-9b45-4f1a-ba63-7e8ac958bd44,15-06-2023,USA,,prefer_not_to_say,basic,google,ios
37a2e351-1c88-4602-87b1-4b89f60ba1ad,2023-06-02,Canada,42.0,female,premium,ggl,ios
1b585995-913e-423e-913d-150528e23c99,Feb 12 2023,USA,41.0,nonbinary,free,organic,web
0bde19b4-6693-47d8-a33a-2c3da077f081,02-01-2024,UK,23.0,male,basic,referral,ios
6848bba1-0b02-46b6-8804-9223c9f75de4,2024-09-27,Canada,28.0,male,premium,facebook_ads,ios
c39ae34e-4efe-462a-b1c8-747d1d34c510,Feb 27 2024,UK,35.0,female,free,organic,
538bdd01-f042-40fb-8b67-60bf1f75989b,09/12/2023,USA,41.0,nonbinary,free,friend_ref,ios
408a0398-03dd-4094-9bd7-86d213be35a0,04/26/2024,Canada,27.0,male,free,organic,ios
a3b16eb1-6e72-497c-87cf-2921c18afd31,17-08-2023,usa,,female,basic,ggl,ios
31e5c434-689f-4ad6-8a36-c41e9ba907ee,Oct 13 2023,Mexico,20.0,nonbinary,basic,google,
a0e12638-5e4c-41b9-a427-3fc2fb0fc22c,Jan 29 2023,Mexico,20.0,f,premium,Fbook,android
39a9bdfe-861c-4a08-9250-52504cab8457,Feb 09 2023,UK,,female,basic,google_ads,android
1899e940-41bf-4796-850d-a888a68ef186,2024-09-12,uk,45.0,female,free,google_ads,ios
6b19cff7-8fb2-44f3-be3a-ef7b28c3152a,2023-01-02,Mexico,31.0,male,free,facebook_ads,android
3e31e487-fae4-430d-b95c-bdd8f35af417,09/30/2024,Mexico,,nonbinary,basic,facebook_ads,web
f3287514-82cc-424d-9dc3-4cfd70f347c2,02/23/2024,uk,35.0,nonbinary,free,facebook_ads,ios
ca2371e7-9e50-42e5-9497-a46b97ee2c56,01/24/2024,USA,25.0,m,basic,,android
c1c47388-0fe8-48e4-9c4b-f83145ece6c9,2023-11-08,mexico,35.0,nonbinary,free,organic,android
6f42b8b7-e36f-46da-bf3c-1d2fc6743727,2024-04-21,Canada,47.0,prefer_not_to_say,free,facebook_ads,android
865f545c-eeed-4432-b163-832a17337c32,2023-03-28,Canada,31.0,nonbinary,basic,referral,ios
b5340642-b6fd-4603-a7db-2b9b751f7c54,11/14/2023,UK,47.0,male,premium,FB,ios
e35feb4a-9035-43c5-8801-14b1ec132623,09/17/2024,UK,16.0,Femal,free,ORG,android
f914ee99-a69e-4c84-bf88-7cc092ea8736,2024-05-21,USA,40.0,prefer_not_to_say,free,referral,ios
35463833-279c-4e05-beb6-26fd8d06186d,03/11/2024,USA,32.0,Ml,free,MAIL,android
527be2ed-57dd-472e-aaa1-6edef1ee78a0,Jul 24 2024,UK,29.0,male,premium,facebook_ads,ios
84e87a6e-159d-4f81-9fbc-4be9d0af83eb,27-06-2024,UK,32.0,nonbinary,premium,ORG,android
41f9e0f2-be36-4cb9-8f0a-8d031dbdf53f,2024-07-15,mexico,16.0,prefer_not_to_say,premium,referal,android
95524832-ae32-4365-99d4-7a3cfcafda37,09/11/2023,MEXICO,29.0,nonbinary,basic,google_ads,
df4fa291-b856-4fa2-85a1-4f725c68a2ed,26-03-2024,USA,35.0,Fmale,basic,facebook_ads,ios
dbdffc0d-9b1a-4168-a6d8-0df09ce26ba9,May 22 2023,USA,,male,free,referal,android
90716d3d-066e-4499-acad-f34c062410cd,2024-02-29,UK,26.0,prefer_not_to_say,free,google_ads,ios
25601ba3-4c5e-4b56-ab97-52ff990e1a93,2024-02-03,usa,23.0,female,premium,organic,ios
b9de5668-39f6-4e88-b8c2-dad9defbf725,Dec 27 2023,UK,26.0,nonbinary,basic,organic,web
43b9468f-d49b-4038-b887-91ffcf2b8353,Jul 05 2024,UK,41.0,male,free,facebook_ads,android
4b0087d2-712b-4a24-8c87-a59766c41a6c,2023-12-11,USA,35.0,prefer_not_to_say,basic,organic,web
a9e69c11-6c13-4b53-a681-7d79d1028d57,2024-02-08,canada,26.0,female,free,google_ads,web
850e530b-a5fc-4eb2-bca5-abe2c365a11b,02/21/2023,UK,120.0,nonbinary,free,meta_ads,ios
898b34af-97a1-491f-b48d-39d466764348,Oct 12 2023,USA,32.0,prefer_not_to_say,free,facebook_ads,ios
102faee9-a9eb-4528-b425-49f565708c90,2023-12-25,USA,41.0,male,basic,organic,android
72d8dec2-8348-47b2-a58a-f06f6ef9fb94,11-09-2023,UK,24.0,male,premium,referal,ios
743cfae4-ee45-44c6-b242-476f9046aedf,Apr 28 2023,USA,28.0,male,free,,ios
149e816e-1ce9-4b94-b48e-3dcbc181f805,2023-06-17,UK,28.0,nonbinary,free,facebook_ads,ios
cf79f865-ecf5-4e60-9cbd-5c74491985f5,2024-02-11,usa,17.0,male,free,referral,android
40ec46cb-4ef8-4913-bbe3-1490875eff5a,05-11-2023,uk,34.0,female,basic,ggl,ios
a482c71b-fd2e-43bd-b97e-06ea489e9cd3,Jan 15 2024,UK,34.0,Fmale,basic,google_ads,web
816aa9ef-e277-4624-8cb4-a58500d544f1,2023-04-19,Canada,32.0,prefer_not_to_say,premium,referral,web
d928201b-3786-425b-87de-803429d71292,03/21/2024,uk,29.0,male,basic,email,ios
cf1b23fd-7bd8-4493-8b1b-c0c6586514f0,04/21/2024,canada,17.0,prefer_not_to_say,premium,google_ads,ios
51d3b69b-e435-4189-80d6-1b449b948f61,03/30/2023,UK,27.0,nonbinary,premium,meta_ads,android
ca07e73d-d132-42d3-9643-4ccc8c898303,12/11/2023,Mexico,-5.0,female,free,ggl,android
f873cf90-798d-40b9-b382-8ce868e16be1,Sep 22 2023,USA,23.0,nonbinary,free,google_ads,web
6e303e1e-6e98-4827-9880-5013364954b7,06/13/2024,Canada,30.0,Ml,free,referral,android
4fd1fb72-dff2-4174-9944-aea9750d7b7c,05/02/2024,UK,36.0,prefer_not_to_say,free,facebook_ads,ios
3d997f16-543e-4311-90a1-50f5001de2d7,07-09-2023,mexico,50.0,nonbinary,basic,Adwords,android
cf2217f7-03da-4fa2-aa98-aabd709daf33,Mar 11 2024,Canada,33.0,nonbinary,free,google_ads,ios
6b13a9c3-5784-40e7-b756-fb253e7b090b,04-05-2023,Canada,34.0,male,free,referral,web
b1e7a1d8-f888-4df8-8cf6-c9ebf3f6f209,Jul 16 2023,mexico,31.0,m,basic,facebook_ads,android
6b72fd23-878e-4778-8777-233f49399805,04/13/2023,Canada,16.0,male,free,Adwords,
47082a03-092c-47da-b05e-00eccc7ad940,08-10-2023,canada,31.0,female,premium,,android
f776a73c-58d7-4437-9789-f45b205d1948,May 17 2024,UK,32.0,female,premium,google,android
9df416da-baca-47b3-baac-2d021b8588dd,Dec 15 2023,usa,56.0,male,premium,facebook_ads,web
f71fd503-e48b-49bf-8a8d-e760a09121c2,2023-03-08,Canada,30.0,prefer_not_to_say,free,google_ads,android
53a0a219-c1a8-406c-b8f4-b13768d94108,06/02/2023,UK,35.0,nonbinary,free,facebook_ads,android
185a385c-8ab1-4d11-812b-8d0082b0d141,2024-09-12,Mexico,31.0,male,basic,ggl,web
1f5914a6-ceec-445d-8fd2-453642f5c83d,25-08-2024,USA,20.0,prefer_not_to_say,free,friend_ref,android
fe2b45dc-c909-4b26-929b-fdc88f5b1b01,08/01/2023,USA,43.0,male,free,facebook_ads,ios
94e0561c-c6fd-42ab-baab-ecb0a468a406,06/10/2023,USA,39.0,female,free,referral,android
79f2a4f5-ca9b-48c5-86d2-922be1e0530a,08/26/2023,canada,39.0,nonbinary,basic,referral,android
4dabd4cf-35fc-4d70-8c82-2a95c9ba940d,09/28/2023,Mexico,22.0,male,free,google_ads,android
d42c10cd-fe6d-4da9-b909-09210ff1ac31,05/26/2023,mexico,46.0,Femal,free,organic,android
600a78b5-aac2-462d-aa8b-807465a6bf66,03/25/2024,Mexico,,female,free,google_ads,android
de5e3856-ca3e-4871-887d-29025d5f08a9,May 27 2024,Mexico,37.0,prefer_not_to_say,free,ggl,web
2b45566e-5b8a-4025-8e06-3f680521996e,Sep 10 2024,USA,53.0,nonbinary,free,Fbook,android
0592dfaf-ffa9-4bf4-9b62-dac51faacd77,2023-10-03,UK,,female,basic,facebook_ads,android
d227fbd1-614e-4e00-bcdc-171e6755d760,2023-10-12,USA,26.0,m,premium,Adwords,web
a2578ccc-9f01-4d50-a45c-4d4f7295d644,26-04-2024,CANADA,32.0,nonbinary,free,google_ads,ios
b3d033ff-1a62-43e8-bced-cbae762979fa,2023-12-04,USA,26.0,prefer_not_to_say,basic,facebook_ads,web
2de3b985-af5a-41e6-b9de-f7baa9aa85fe,2024-04-10,UK,16.0,female,free,google_ads,web
6cdea893-a1c0-476e-a4c1-a3b71377c5cf,2024-06-10,CANADA,32.0,female,basic,google_ads,android
a76c91b4-8ed2-40db-9626-ad27de3fa9d6,Jun 14 2024,usa,,nonbinary,basic,,android
a3df00ac-56a2-424a-a520-da45b0e714ab,28-07-2023,UK,36.0,nonbinary,basic,organic,android
67fea192-b149-4c1a-9fdd-f812bfe2a125,05-05-2023,canada,22.0,f,premium,referral,ios
09881614-f3e7-463d-be15-9a2d54805e42,Nov 15 2023,usa,47.0,female,basic,facebook_ads,web
7d13c980-ee5c-4720-af25-4072a1fe0280,17-04-2024,MEXICO,24.0,female,basic,facebook_ads,
08b20281-3e70-4fe7-8764-71c776b2c859,05-06-2024,UK,28.0,nonbinary,free,Adwords,android
136624cc-673b-4b01-bf35-86acffcd1608,Jul 18 2024,Canada,40.0,male,free,organic,android
d38c2734-3af2-4fc1-a473-241f8545c711,Mar 13 2023,mexico,19.0,nonbinary,basic,ORG,ios
2e198e9b-d046-4d59-8485-1eb4ba17d770,01/03/2023,UK,34.0,nonbinary,basic,organic,android
7e965c62-aed3-4535-9b68-c2bd8485c241,02-06-2023,UK,,prefer_not_to_say,basic,google_ads,android
5c84d045-cad8-4b7b-bac5-ac19749dedad,2024-04-11,UK,16.0,nonbinary,premium,email,
b95a6620-17ed-4cbd-8483-8525da1bc1d0,Aug 28 2023,UK,33.0,prefer_not_to_say,free,friend_ref,android
12c489f4-ac5b-4e30-a753-4d7a5d8d4af9,31-01-2024,mexico,34.0,male,free,facebook_ads,android
95ae20ab-af50-4e6e-84ec-a61881296578,Apr 13 2023,Canada,39.0,prefer_not_to_say,free,Organic,ios
346a606b-5cc3-480c-bf01-b02a669a7829,24-02-2024,UK,19.0,male,free,organic,ios
4c4cf9c1-69e1-45af-92d3-ec24640773cc,03/24/2023,Mexico,18.0,nonbinary,premium,organic,ios
a1cdcbab-7546-4616-beaa-41447d5ab6b7,2024-05-14,Mexico,,female,basic,facebook_ads,android
92049642-bb91-4f5b-ac88-311a200baaf2,08/21/2023,usa,34.0,female,free,facebook,android
115110f5-568f-4837-87f7-afa46959976c,Mar 30 2024,USA,34.0,male,basic,organic,ios
598781c4-42ce-4798-8dde-54576912e265,2023-10-28,CANADA,35.0,nonbinary,free,facebook_ads,android
2abb8548-92aa-4dae-94be-595f2a587d70,24-06-2023,canada,,male,free,organic,android
944c0667-26aa-4555-815d-1b85b0ea1f6d,05/24/2024,USA,34.0,male,free,referral,android
d2307f49-aaec-4021-a892-cc50a1243179,2024-04-21,Mexico,34.0,nonbinary,basic,meta_ads,android
8120ec49-e446-48b2-ae66-cbfe92a4c5bb,2024-08-24,Mexico,24.0,nonbinary,basic,google_ads,ios
1bd9f443-a05d-4206-b133-6e9536cbcf1d,Jul 23 2023,mexico,50.0,prefer_not_to_say,premium,Fbook,ios
c00f8e63-811d-4a22-8de3-89eac860920b,08/11/2024,uk,36.0,nonbinary,premium,facebook_ads,web
5cc69fdc-e524-43b0-977e-84dd38bc94ae,2023-10-09,USA,20.0,female,basic,referal,android
4b0de374-ddcd-4d7d-a8a6-5d1d9279fc6a,2024-09-12,Canada,38.0,prefer_not_to_say,premium,organic,
9aa3e67c-e2c6-403a-9a2f-06efcfe470d8,2024-09-13,Canada,22.0,nonbinary,free,facebook_ads,ios
3448d223-b928-4436-830a-f638b9a3b645,10-04-2023,Canada,39.0,female,free,google_ads,android
5cfecbc6-5bc5-4931-9cde-eb06ff3473f2,Apr 03 2023,Mexico,43.0,nonbinary,free,google_ads,ios
8d4d2c3d-93a0-42dd-b85d-ea1c8d7c0659,06/27/2024,UK,23.0,nonbinary,premium,facebook_ads,
5a7380c6-b811-49cb-913e-6e52335f1154,2023-10-30,Canada,41.0,nonbinary,premium,google_ads,ios
ab80d0c9-2e67-426a-b7ed-eaf7ae3da625,11-02-2024,USA,36.0,nonbinary,free,google_ads,ios
319bec7d-1562-40a6-b2f1-6122fcc59065,04/10/2024,mexico,40.0,nonbinary,basic,referal,android
28ef8289-4861-413c-a973-7f264f490ed4,04/21/2023,Mexico,50.0,male,free,referral,web
fa1990e5-4e6d-4e06-899d-e5050d516cbe,09/16/2024,mexico,29.0,male,basic,referral,
20316d63-82c5-40de-b245-e894d13baeb8,23-02-2024,UK,,female,free,organic,ios
1644d814-a767-48b7-b729-1970514690ec,Apr 29 2023,mexico,120.0,female,free,ggl,ios
7124b516-22fc-492f-b09d-056c1c66e3dc,Jul 07 2024,USA,23.0,prefer_not_to_say,basic,referral,web
bcced7db-75b7-49b6-832e-b5cd865b2d19,2024-05-16,Canada,31.0,prefer_not_to_say,premium,facebook,android
3b4c7b5e-c5e5-407e-8db9-9d5d7bc817ff,2024-03-30,Mexico,35.0,prefer_not_to_say,premium,organic,ios
09496e7f-6040-43f9-b682-9df96bc4d563,Jul 11 2024,uk,34.0,nonbinary,free,facebook_ads,web
43360ee1-5333-4690-b4e0-35aedf44ac1c,04-04-2023,mexico,40.0,male,basic,google_ads,ios
306a7862-67b1-4924-838f-854fb4fc2ace,Sep 07 2023,Canada,32.0,male,basic,FB,web
b4981157-47d9-4389-9a0a-3c3b42a5215e,08/23/2024,usa,46.0,male,premium,facebook_ads,android
1d73d53e-2e72-49d7-9bc3-fa78ecc4ea64,10/11/2023,USA,29.0,male,premium,google_ads,android
27140e4e-6032-470c-9b14-48978447bad3,2023-01-27,mexico,,male,free,organic,ios
b5e5a248-f5ae-489a-b6bf-0b19cd9a4b37,01/17/2023,usa,,Ml,free,facebook_ads,android
4e18812d-f304-4ded-bcb3-aa1efba2b6c3,07-03-2023,UK,23.0,prefer_not_to_say,free,,android
0fa070a9-afe8-4bc2-a7aa-d5725cf6eefa,05/30/2024,Mexico,21.0,male,premium,facebook_ads,android
4ad5951a-1f7e-47a6-a94b-20327e3545dd,04/14/2024,usa,36.0,female,free,google_ads,android
f193f226-45be-4654-b3df-32ad6538f99a,05/17/2024,usa,,prefer_not_to_say,free,facebook_ads,android
8762bc77-eccc-467c-9925-0b8e30648e92,May 10 2023,UK,-5.0,nonbinary,basic,google_ads,android
5db3c319-346c-4769-a71d-343a5acaef59,Sep 03 2024,USA,36.0,nonbinary,free,,ios
ece4d414-851e-4903-b1a2-fd7c2b45fae0,07/18/2024,UK,31.0,male,free,organic,android
d9d51968-aba8-4b84-b26d-56b4cf3aa374,02/13/2024,mexico,23.0,prefer_not_to_say,basic,google_ads,ios
14b9c37b-8f70-4205-98ae-724c84bcfb16,19-01-2024,USA,16.0,male,basic,ggl,ios
c014b99a-f42e-4c79-b15d-276a9f18e71c,2023-04-06,USA,-10.0,prefer_not_to_say,free,referral,web
fe879cc0-bfec-494a-945d-74bb4ca96baa,Aug 23 2024,UK,40.0,nonbinary,basic,google_ads,web
660bef01-08c4-4708-a7f6-39e9bc8bb217,02/22/2023,canada,34.0,nonbinary,basic,google_ads,android
c27cba3d-6fec-4f87-88e6-15852f49becf,Jun 08 2023,Mexico,19.0,prefer_not_to_say,free,facebook_ads,web
c679cd3c-2c16-414a-b771-7cda69263feb,28-04-2023,USA,33.0,nonbinary,basic,ORG,web
22ee934d-26b9-43cc-85b4-a0297c3919a8,Sep 15 2024,mexico,35.0,nonbinary,free,,android
8188eb57-f8ee-4f41-8b12-6b8b3e76f72b,12/26/2023,usa,23.0,female,free,facebook_ads,android
d19ed266-b74e-40cf-9c19-3f8d846e7c26,26-05-2023,UK,33.0,female,free,,ios
4a14656e-c204-401d-81b1-75bb74ea19cd,2023-12-16,usa,32.0,male,free,referral,android
f998eb67-940d-4d7e-8897-6fdede5f9868,2023-02-23,MEXICO,20.0,Ml,free,referral,android
3240137b-aefa-4bcf-9eaa-504921743360,2024-03-29,USA,35.0,prefer_not_to_say,free,google_ads,ios
41099272-5a20-485b-ac75-2637be06aff0,Dec 20 2023,Mexico,37.0,prefer_not_to_say,free,referral,
dad1b9e9-4e88-4d54-9099-878fc4b18c64,2023-02-16,Mexico,42.0,male,free,ggl,ios
a48079e9-c725-445b-94b4-b855c560c4b5,Aug 05 2023,uk,42.0,male,basic,FB,ios
a1272619-c3f5-4ad4-a9a2-6aaa0015de04,16-03-2024,Mexico,,male,free,Adwords,ios
0f6dda63-66cd-4c4e-865c-cd4e02fb5af3,03/15/2023,usa,22.0,prefer_not_to_say,premium,facebook_ads,ios
939493eb-9bf8-44f5-ac59-1855df84ad62,11/17/2023,USA,37.0,prefer_not_to_say,basic,referal,android
491ed9dc-56dd-4a24-a7b5-471f47e2357d,Feb 19 2024,UK,37.0,female,premium,facebook_ads,web
5838b8af-42da-4697-955e-5a5025be25a3,01/06/2024,uk,37.0,female,free,facebook,android
c7c769e7-ec58-4414-9e90-59c7484b95b5,06/20/2024,Mexico,70.0,female,free,google,ios
cc4a022f-8329-4d5d-848b-cf4cb03be4de,22-06-2023,mexico,37.0,female,basic,facebook_ads,android
44e99fa0-90b2-4100-820a-acdfd0b31d39,26-12-2023,CANADA,43.0,male,free,facebook_ads,ios
d50b747d-b509-451a-833e-283d155cf133,03/19/2023,UK,41.0,male,premium,referral,
7c786fc7-eb08-4e62-adad-76c87161d20b,2024-08-01,USA,38.0,nonbinary,premium,referral,ios
6486f997-9f9e-4fd2-8836-2f45d2741f95,Apr 25 2024,mexico,28.0,prefer_not_to_say,basic,Organic,android
a0ed3d6a-f18b-4c39-a898-76acaca3449c,03-06-2024,Mexico,39.0,female,free,,ios
91b93c32-3bd7-47c1-8b45-96ef59c2c40d,20-03-2023,USA,24.0,female,basic,google_ads,android
8e4852b2-3e0d-4f86-ada6-029a10585a98,05-04-2024,usa,29.0,Ml,free,google_ads,ios
597fa755-1fa1-44a4-8ba6-f3b0bc7d1c59,Apr 06 2024,USA,27.0,Fmale,premium,organic,web
3c17ef07-2419-44f4-a8c7-a37023131afd,05/31/2024,canada,32.0,male,free,referral,web
b6a3aae8-bf37-47e5-a446-680e74199b11,Jan 08 2024,usa,55.0,nonbinary,premium,Adwords,
173c3248-b885-4abb-833c-8a1c1246c63f,2023-12-09,mexico,,female,free,Adwords,ios
b9d75418-5914-4b01-a080-afc7536885cc,2024-09-09,Mexico,38.0,male,free,google,ios
088e754d-4c89-41a3-8ff1-734150ddb71f,2023-11-14,UK,16.0,prefer_not_to_say,free,referral,ios
ff5f1ca4-8e86-4c9c-a3ae-4af6099f0196,2023-12-03,USA,27.0,male,basic,org,android
c1b936c1-6a9a-4b71-aaba-118c05ab6110,Mar 09 2024,Mexico,42.0,nonbinary,free,google_ads,web
9f9b3b7e-c131-4422-a864-8dec6b692d04,2024-05-12,USA,,male,free,facebook_ads,ios
8358db9d-d44f-4ffc-8fe1-b1994c4b265a,Jun 03 2024,uk,21.0,female,basic,org,
05b523ad-c0a8-4507-a5b0-06a6c8e39e19,2023-06-07,canada,24.0,male,free,referral,android
a4cdffc3-9778-418b-b8e7-ec883fec8d05,24-03-2024,uk,,female,free,referal,ios
5a4f7848-a0fd-47a1-81a7-e1a549e1fad5,09/17/2024,CANADA,24.0,nonbinary,basic,organic,ios
9ead42a8-233b-457d-b0b0-f6406e9c0437,11/13/2023,UK,34.0,prefer_not_to_say,premium,facebook_ads,android
3bebe03b-c8ab-4cd4-ae82-ca95591059c9,Apr 17 2024,Canada,32.0,nonbinary,basic,google,android
4cae3e80-1e47-44b6-8d9f-e44236592912,Jul 24 2023,MEXICO,25.0,male,premium,meta_ads,android
40daa41e-1f22-4d11-8aa5-f738aad54ca2,2024-07-21,USA,,female,basic,google_ads,ios
2b5dc6f4-e49e-4950-af3f-92c11f9f1205,14-06-2023,USA,38.0,nonbinary,free,google_ads,web
eef1abf8-583c-4f0a-a052-665c8d777866,2023-08-16,UK,16.0,prefer_not_to_say,premium,organic,android
b66a7035-e155-445c-93f8-d8785622c324,05/29/2024,USA,33.0,nonbinary,free,email,ios
cb2eec35-0f3b-44b5-9dd2-cf27ef5ed925,11/23/2023,canada,25.0,female,premium,referral,android
2e6a85ff-2167-424c-8b98-6010bc97e330,02/09/2023,uk,40.0,nonbinary,premium,google_ads,web
02bf245b-2db1-466e-86d1-1c49062025e7,2024-04-04,canada,24.0,female,premium,facebook_ads,ios
ac6a8dbb-6383-4163-bcd9-d3606b04a4ce,07/15/2024,USA,30.0,prefer_not_to_say,free,facebook_ads,ios
ff9d0efb-8fbf-4498-b29d-e74cff7eca2e,02-09-2023,UK,37.0,prefer_not_to_say,basic,referral,ios
df1ff616-a539-4364-a72e-1007dbeb1864,03-09-2024,Mexico,40.0,female,basic,google_ads,android
d08928d4-54e5-49e9-9f28-546f60d5f7a0,03/15/2024,USA,19.0,female,basic,facebook_ads,android
01513042-caa1-4104-9e3d-d3e6c8a2d3aa,06/20/2024,USA,28.0,nonbinary,free,google_ads,
bf9fb9de-13d7-4318-be4e-7d0362296ed7,04-02-2024,USA,27.0,prefer_not_to_say,free,google_ads,ios
811997dc-1d7b-4a06-8a80-a12c9ef946e0,01-01-2024,mexico,25.0,female,free,friend_ref,android
5fca9b56-890c-403f-91e6-452de79cf6db,17-05-2023,uk,49.0,female,free,google_ads,android
