exp_assignment_id,user_id,experiment_name,variant,assignment_date
00d4cf5b-ab53-4caf-a094-fedd4897d9d7,c181c596-3d65-41cc-96d5-0f8c0f4a5459,onboarding_v2,cotnrol,12/19/2022
6492fda1-b20f-44c4-bb44-671bc323bbcc,25149c8c-7318-44b2-9056-39ab20720a45,onboarding_v2,TreatmentT,04/10/2023
11f999fa-7526-42a7-9245-29e062bab180,ff2b85d3-02e2-488f-bb9f-77790e220ae4,onboarding_v2,TreatmentT,07/05/2024
8cc75b55-4dba-4525-91f1-d63485f803b0,d415853e-31d7-424b-ab27-2093d8b659a2,onboarding_v2,treatment,11/22/2024
5c2facb9-f295-4682-a2e0-01550a7fefee,e5db91b6-f687-4f34-b8cb-07211c3254fe,onboarding_v2,treatment,01/20/2024
92ebca7e-90cf-4ff4-9761-820be996e625,aec8035d-9beb-4c0f-8ceb-a64269ad9b92,onboarding_v2,cotnrol,07/03/2023
ab0cedb2-31c1-4a6f-94f4-caec01bf66b9,1789b3b9-bde5-4964-bba9-795b634f9a6c,onboarding_v2,control,04/04/2024
561138fb-6e74-4bfe-89cf-e33d755ca705,8c456b4a-d645-428d-b19f-6c4a0c13ea9e,onboarding_v2,treatment,09/06/2024
470c7386-1e55-4e87-b576-e9f424d2735a,2737ab95-06e6-4673-bcb7-4e854b839dc6,onboarding_v2,cotnrol,02/11/2024
e49f9c59-d60a-4bfa-bef9-2852e80a3d52,5e9f0878-3e33-43db-bd10-791a18dc21c9,onboarding_v2,TreatmentT,12/05/2023
baf5e778-37da-4507-a0e4-3e9620bed7fe,6352df6f-2414-4c68-b74c-3c1a58a7a964,onboarding_v2,treatment,04/10/2023
e82db74b-d1b8-4e93-b2b4-4259c6c0aafc,6dc2d5a8-0d37-4bd4-ac68-bae4eb90834b,onboarding_v2,treatment,05/13/2023
e84884bc-105c-4161-9aa9-0550fe41a317,c605ad74-1687-4758-94f1-7267ba86c37a,onboarding_v2,control,05/22/2023
a128aa30-d02b-4a07-bad9-2237504e24d8,57082028-4276-4692-a4dd-0cceefc4a32d,onboarding_v2,control,06/22/2024
e64a16fa-d5af-44f9-8583-b21f505abee9,4a310e03-a132-4523-a938-50624de95e9d,onboarding_v2,TreatmentT,07/21/2023
1181fa79-5d1f-45c2-976a-640128566f27,25601ba3-4c5e-4b56-ab97-52ff990e1a93,onboarding_v2,cotnrol,11/18/2022
deb7d98b-8e95-47b1-87fc-387107aa9874,ffa9f56a-4350-410d-946c-f931921e7e47,onboarding_v2,treatment,02/16/2023
25ca27f3-5d46-4a81-adbc-e7eab2815ad2,2a31278b-1790-45e9-8cf3-60dbb32b90c3,onboarding_v2,treatment,05/19/2023
ead58cd8-32ef-4a0d-8dba-0cbe5cef1803,a2f079fc-4438-44b9-b25e-f54393c8d23a,onboarding_v2,treatment,04/24/2023
63d51a24-47dc-4a1a-b8da-d61ad990e3b1,271415b0-61d2-4770-a56b-4b293208351b,onboarding_v2,treatment,06/21/2024
65a71cc2-17de-4e05-b3df-be53213b6dc5,46bcda90-a8fb-4339-b585-9499f172c5cf,onboarding_v2,cotnrol,06/01/2024
37331567-8afe-44b5-94d8-a16008873424,64430439-6ad6-43c0-97d0-8c05f550736b,onboarding_v2,cotnrol,02/10/2023
691a0c24-e74c-49b5-a135-4c63e6941be2,d5ff3cfd-e413-494f-95c2-5ad66be65f7c,onboarding_v2,cotnrol,11/02/2022
8d7f9543-7184-444e-8ed7-d50340effb41,a65f71f5-876c-4f09-9d68-29a9524c5d3d,onboarding_v2,TreatmentT,07/05/2024
f6825886-77e8-4140-8d2a-210490b6d84d,71a0007e-08f7-48db-ba31-f8980afba6cf,onboarding_v2,cntrl,01/05/2024
bba5e639-e9e3-4750-9ad1-90bdd5c1c587,e9d6d3d2-efa1-4ec2-8a59-1b0e9c23e839,onboarding_v2,TreatmentT,05/12/2023
6292bce5-2c20-4e78-92ea-9bcd30792f78,1e3bf729-c349-4448-8faa-2d23373bc7f8,onboarding_v2,cntrl,09/20/2024
5c7bab99-7e68-4fa4-ba79-a68f57c1fd2b,3d997f16-543e-4311-90a1-50f5001de2d7,onboarding_v2,cntrl,08/10/2024
507b1ca7-ecae-4866-b813-6f5d71520e9d,33d6e256-5725-4ac8-bf1c-ab76e26be929,onboarding_v2,cotnrol,05/27/2024
1c958135-47d3-4a81-a87e-df63344d0f8c,2c38cc53-9078-42c1-92c9-a1cdb6e51cf3,onboarding_v2,cntrl,04/26/2023
8bebde65-69d8-410c-b5f0-f49a58b34720,1bbca354-bfc7-4da5-820a-f0711c038548,onboarding_v2,treatment,02/10/2024
448ccc69-1fee-4ed6-93f5-8791488382df,f3ac3c6e-a47f-488b-a0ea-9c3af2eaab7f,onboarding_v2,treatment,08/20/2024
f6224c95-b09e-410d-94f8-f12d7a10602e,1888b662-e8b6-4de3-8544-07a19af27d5d,onboarding_v2,TreatmentT,10/10/2024
ab53740f-b441-49c4-a2d9-58ae8e89b512,5d63eeb0-d308-4660-9534-7207d4fdf102,onboarding_v2,control,12/15/2023
cbd96c7d-4808-4f5c-b653-840afb3f9c0f,2f2bd703-59f0-4e69-a824-78c7406cc7a6,onboarding_v2,treatment,08/15/2024
281845b5-1306-48ab-9e33-998532165c2e,fbf61b17-41e0-40af-b595-44f8656b5fd6,onboarding_v2,control,01/15/2024
4560d3a0-e1d5-4a80-a86a-00f1e597c412,618a122f-6a7d-4d1e-b6be-cda49a6cd0ed,onboarding_v2,cntrl,02/13/2023
f3c311ac-807d-49c4-9fa9-96e1f1e01630,3265a305-5097-45a8-994d-a969329ffc4d,onboarding_v2,cotnrol,12/24/2024
68f03303-22a8-4ce2-85d9-0d0fb763a530,e19be8d2-fdfb-4ef9-bb5f-752f90abd9f7,onboarding_v2,control,12/28/2024
2c1aabaf-a299-4a5c-9285-53e2739db988,819d0da3-45ea-4415-82eb-71d8443d2680,onboarding_v2,cntrl,07/28/2024
429b7d42-e8b3-4570-9ad5-2e046652bc1a,1d87d469-754e-40ea-871e-f75d5e4c5b9a,onboarding_v2,cntrl,11/02/2024
40c525f3-dd77-44e8-82c9-6a0b7f345c98,173d165d-db1d-4b88-914a-a539c7975544,onboarding_v2,cotnrol,02/13/2024
d8b9015d-3593-4fa5-9b79-194cf6a7845a,fe7a2668-7cba-49fc-a000-7584f179ef7b,onboarding_v2,TreatmentT,08/07/2023
8c0c9b6a-6550-41ff-a8c3-5c8bb927818f,a9019571-fd0d-468a-8fec-da37b41d2b28,onboarding_v2,treatment,06/02/2023
aa1cc646-ea90-45ed-9458-0ecf8387a5e8,84e189b5-c5e7-42e6-9a3d-5599113a2e50,onboarding_v2,cotnrol,11/13/2022
5f7dc891-033e-4a12-968e-8d5da98da548,57a3a033-5578-48e1-8c9b-0c1300e6d830,onboarding_v2,cotnrol,03/17/2023
77ba45f9-9f7e-4388-8254-d38013d291f2,251b12ca-1762-42bd-b49f-89aea01cc1c2,onboarding_v2,treatment,05/18/2024
ba7f7e55-ea3d-4395-b046-d9d820b48d02,c00f8e63-811d-4a22-8de3-89eac860920b,onboarding_v2,control,05/19/2024
adb5eff9-4f28-4fb0-9d45-c42792dbd9b4,9d6586c5-9057-42d9-ac3e-18c47a3d0203,onboarding_v2,control,07/25/2024
84a7e2b5-51a8-45f6-bf38-bcd9ab7d2af2,be426702-b15f-463d-850f-7c49198cb314,onboarding_v2,TreatmentT,12/14/2022
747e2c7d-ecb0-4daa-85c7-761a4f7fa1be,6b36d4c6-9cfd-4b47-8520-64fab7814828,onboarding_v2,treatment,09/19/2024
341d6397-410d-4176-8e5e-dd410f8fafb7,5516e420-744c-4444-ad38-5e72ab3d9f4a,onboarding_v2,cotnrol,05/04/2024
5663d7e8-56dc-4501-acce-02ccb9099020,99d9e13d-45ca-499b-99a1-51bf2f1937ab,onboarding_v2,cotnrol,04/19/2023
f2dd71c3-dbc5-43e8-8412-1d1e2fab7042,590da490-3d52-4606-bfcc-75db95a8e2e8,onboarding_v2,control,04/15/2024
cddb80d8-4203-4528-84ba-380aca8cd152,b9c86084-04e9-4227-9bcd-894c0e8af33c,onboarding_v2,cntrl,09/11/2023
0c3aa981-0063-4073-9cac-c27a2872ca1f,fcde8398-c361-4296-985f-8bfb3313f9b4,onboarding_v2,cotnrol,12/11/2022
446c7c1f-bb3a-409d-b22c-59a36aa908fa,6040f320-8606-4bcc-9fa3-2f84f30455c7,onboarding_v2,treatment,05/21/2024
5e5f129a-3844-4196-9537-33a8851b415b,08f0a862-cf6d-4aa7-8659-f19427922813,onboarding_v2,TreatmentT,12/19/2024
fbcc569c-1dd1-4f79-a5e5-5802414b62e1,349c0eac-b398-44c3-afbb-091edf64845b,onboarding_v2,control,06/10/2023
dd578274-4fb6-4315-bc51-8f954e36b2cf,9bd5e40c-d927-438d-a025-23091ead533b,onboarding_v2,cotnrol,01/02/2024
3df3d362-f041-4ff1-9116-d96729200234,220be50f-9446-442d-8ca1-fd1f574a9cae,onboarding_v2,cntrl,11/24/2023
01a83fd2-1d63-4e3a-865f-aecd3dd9d4d4,5e0666fd-9d9a-496e-ac8c-de527b7095dd,onboarding_v2,TreatmentT,08/08/2023
c0b2412d-105b-494c-adf6-864070418001,7ec17926-7882-4074-a97a-c36a9f86b83f,onboarding_v2,treatment,07/30/2023
8f801ef8-3948-4b37-8c33-1d4d2820dff7,bd6f5316-9b92-485a-bb8a-9ba69c66340e,onboarding_v2,cotnrol,06/22/2024
0dd08d64-c567-46c2-a3d7-b8fa50dab163,1015c5cc-b38b-47f0-a281-4d26592a26bc,onboarding_v2,cntrl,03/01/2023
1bd74fe3-c7b9-4e55-9270-e41bc63816f9,19604d54-6b0e-41e1-bbbe-4e31beb4ee06,onboarding_v2,treatment,11/04/2024
18e4c911-c0c7-4bf5-abbf-2807333da73a,8145a3b5-0a35-4842-a55d-14374ab53400,onboarding_v2,TreatmentT,10/11/2024
af49c715-cb0c-4117-8d41-649a440a3aee,21079c44-d75c-487a-a2dc-aebace2c30e5,onboarding_v2,TreatmentT,03/29/2024
6198fb84-648d-4533-9d75-76b3992663a1,e8826c33-c372-4170-a505-45f3bb3dfb25,onboarding_v2,control,12/13/2024
76f196bf-b9e2-4a31-b6f0-74aa21d652aa,ead0f4f7-9b59-4342-a691-cfb736b75875,onboarding_v2,cntrl,07/21/2023
f1a05f04-d2f2-4dd3-b90d-b4ac305be773,0787959a-cb07-4490-bd46-5e01b224e9ee,onboarding_v2,cotnrol,05/09/2023
a74939be-fd86-4066-933c-f297fabcaf22,e738b586-cef0-451f-b23c-971ef9a7c99f,onboarding_v2,treatment,12/06/2022
50846584-883b-4135-87e8-b20f63917f53,d51814f7-5847-42c8-baaf-09be430684b5,onboarding_v2,treatment,04/01/2024
1735d775-2bde-40f5-b663-082abf6cdf17,55c66b54-098b-4afd-a482-bf95922fe09a,onboarding_v2,control,10/20/2023
b59d9d33-4469-4a22-9eec-1f0bbaac5219,05a29143-c1c2-40dd-bfe9-fc0f30113b35,onboarding_v2,treatment,10/15/2023
8a0c98d4-eb27-4db3-8520-8b5c24217bdf,5fa7390e-620a-42c1-8955-d22d7dd536c5,onboarding_v2,cntrl,06/21/2024
0fe0d468-92c8-47d1-bc40-40f7b2a3a9a6,05b523ad-c0a8-4507-a5b0-06a6c8e39e19,onboarding_v2,TreatmentT,02/28/2024
0a8c82c2-bea9-401f-9a20-d2e2848ced14,5fca9b56-890c-403f-91e6-452de79cf6db,onboarding_v2,cntrl,07/10/2023
1534d8cd-30a0-4cb3-95d0-0eb60d3df420,7687bbec-bbac-4105-995c-7e2425356344,onboarding_v2,cotnrol,04/21/2023
dcdffd64-4b24-472d-a8aa-502a636e2108,598781c4-42ce-4798-8dde-54576912e265,onboarding_v2,control,10/04/2024
e22e14e0-e599-4b40-a19f-38c633fbc606,783ba2e9-35ee-4c54-ad5d-d81c797a0305,onboarding_v2,cntrl,10/18/2023
4bfa6fb9-1e11-4c1c-b081-24500bd96077,f4a9eec1-36fc-4122-84e2-106c52ea1314,onboarding_v2,cntrl,02/01/2024
24bb1c24-74df-4e6a-8f7a-9803dca2b8fa,9d430a83-ca87-4c51-9ad1-dff8f29c9284,onboarding_v2,cntrl,07/31/2024
bb29cbca-8169-4b82-a171-0e3882a8958e,14b129df-260a-4b4a-97a8-8c0c43fb24fe,onboarding_v2,cotnrol,03/20/2023
9ecf7ea3-b40e-4ad6-87a6-2a7a0c4baf25,8358db9d-d44f-4ffc-8fe1-b1994c4b265a,onboarding_v2,cntrl,07/24/2024
70e06942-0414-40e2-9233-e3a9e72c2078,811b8422-4bbb-4502-886d-5aa24bcdfc43,onboarding_v2,cotnrol,01/17/2024
153472ef-76f4-4761-b65f-2f882a3edf83,3320aee5-8603-4927-a71d-5ffd6a7ee620,onboarding_v2,TreatmentT,06/21/2024
fd634966-0e2f-4e41-a3f5-8228fecaad9c,6782d093-b847-4a52-842c-1410eb17748d,onboarding_v2,treatment,03/19/2023
8db9e1a8-2cfb-4301-99e4-dc8c893683ef,27140e4e-6032-470c-9b14-48978447bad3,onboarding_v2,cotnrol,06/02/2024
35c542e2-f52e-4482-a36d-366d30287487,caca4113-7334-4500-8772-3875ca5cc738,onboarding_v2,cntrl,09/18/2024
b0e133d3-fc0a-4d97-8694-54e140ce7cd7,41698896-d1de-4adf-8d6c-3734daba5406,onboarding_v2,control,09/22/2023
1d19630c-dba6-468f-ad82-282c7096a08c,894ea838-ec52-4d7f-8a38-9e2466c9cb4f,onboarding_v2,cntrl,07/10/2024
fb13e62f-d686-41bc-a414-17dd1dde38d5,5256916e-7fdb-472f-8842-965889727566,onboarding_v2,cotnrol,02/04/2024
d51f6ba8-2c02-4a35-8585-34532dd0d704,037aeacc-30ab-4f5e-8ac0-9a0c3c1a0b5e,onboarding_v2,treatment,09/05/2024
e062a22e-ed15-4329-b638-8ca5f47e19ee,e8dcb464-c4eb-4e62-b349-00994fe25e9d,onboarding_v2,cotnrol,04/07/2024
8d56724c-7c5c-447a-bb50-80230da601a7,7f90c565-c53c-4f92-87c9-ace51362ceac,onboarding_v2,treatment,10/05/2023
47092f76-6259-49ed-98dd-a3ce4c23b491,fa1990e5-4e6d-4e06-899d-e5050d516cbe,onboarding_v2,control,04/06/2024
2ea0d5ce-02e9-426c-b630-9122ada649a7,3770dc7d-321c-493a-be9b-9164b0c8ea9c,onboarding_v2,cotnrol,06/12/2024
2ed82903-2efb-448b-bd3e-9d6b1881a02c,94a56e39-c95a-4674-936f-f5714d3dc524,onboarding_v2,cntrl,04/02/2023
4e178cb3-5081-4e20-817c-579cf42f3639,955c4029-24ce-498e-abf4-0dbe873c3bb1,onboarding_v2,cotnrol,12/07/2023
7fef9fb7-8910-41b0-aa8e-973658fd9364,f315cf78-3427-4455-9963-0489613cc68a,onboarding_v2,treatment,11/26/2023
06a2906b-3dd8-4429-b76d-0f98e4a52221,7aa54022-07a0-45e7-bfe8-3db8cd6d90a1,onboarding_v2,cntrl,11/14/2024
735ab564-2a7a-4ebd-9a85-1da3c1bdca98,e996590f-e7a8-4576-b4c2-f5caf52eca4c,onboarding_v2,control,05/01/2023
