subscription_id,user_id,start_date,end_date,billing_period,price_usd,is_active
e80e6b79-f4f1-400b-88d6-15d6192bb8bd,83cc4f4b-3aed-4196-8ef0-6dd7810d95db,2023-02-19,2024-02-19,yr,14.99,True
fcfcb908-9981-45e2-8cb7-d160ea3eb4ad,5c16d213-5710-454d-8633-cce3ef452424,2023-11-01,2023-12-01,annual,-5.0,True
48608516-daa2-43a1-a035-0aaadac30afc,824bb3b3-7605-4a4f-8dd5-5e4a1f09e325,2024-01-07,2023-12-28,mth,14.99,False
3f596ad6-cc9b-4fe1-8593-57e2cb2666be,71078831-37ef-43be-a491-39d207b27ab4,2023-10-06,2033-10-03,yr,9.99,False
018bb853-3877-4465-af23-0fdec4331f2b,e4ebf996-6b80-413e-88c2-981aac1dda92,2023-01-05,2033-01-02,Monthly,29.99,False
b6c209a7-1ffb-4a8a-9431-1c1d9c841e51,5f1ce95d-6b7e-42f6-8ea2-3d134c71ecab,2023-02-20,2023-03-22,monthly,29.99,False
d94f19a8-0661-411c-a615-7c76ba722556,339ce2d1-7682-481b-acd4-2c9a44dd342b,2023-11-06,2023-12-06,annual,9.99,True
12c7eb1c-3410-4248-99e0-3db1e75440db,8e93bc7c-a8b0-433c-b70d-f13ac9d7e2f4,2023-04-08,2023-05-08,Monthly,29.99,True
7010ed68-4488-4533-b76e-83935213d4c3,6538cc82-588e-4b94-8e1c-3edabcdceb63,2023-05-20,2023-06-19,annual,14.99,True
7863864e-85da-4a48-94cd-000cca658c5a,ec63b77b-f131-4a8a-9b45-f4b11f6b4f77,2024-01-09,2024-02-08,annual ,9999.99,True
224eedc5-8c03-49f9-bc2a-3c0cf393311f,ec63b77b-f131-4a8a-9b45-f4b11f6b4f77,2023-12-22,2024-01-21,annual,9.99,False
e39bc5e4-521e-4748-bf49-b31235693d36,87e69a8f-360f-47b8-9743-2cf77a0b3c88,2023-09-26,2023-10-26,mo,0.0,True
a993e905-872c-453a-80f2-ef0f94d89762,d2f24a2a-eb69-43d7-8a05-d4253d44cd9a,2023-06-14,2024-06-13,mo,9.99,True
c731c97e-e3aa-4994-9f7c-3ce9115c0964,d2f24a2a-eb69-43d7-8a05-d4253d44cd9a,2023-05-29,2023-05-19,yr,0.0,False
3f3badae-123f-44a8-bb62-d24d48d29392,7b6dadec-9247-4161-8a48-2d6e5812ca15,2023-06-18,2023-06-18,annual ,9999.99,False
9f52c633-02f8-4850-b6f6-dac64e630da1,b20ba112-c4fd-4a90-bf6c-660ae19691a4,2023-03-19,2023-04-18,mo,29.99,True
f7ba5b98-77f0-4609-bcb2-836b73a06ba1,b20ba112-c4fd-4a90-bf6c-660ae19691a4,2023-03-05,2023-04-04,monthly,29.99,True
f7ff08f7-7dfd-48c6-bd19-52dac82b4682,fa58e1a4-b986-4a51-b8e2-c499beb9bc7f,2023-03-18,2023-04-17,annual ,0.0,True
b09db222-0100-4357-8815-d8cf5d854b74,04883af8-f1be-4414-833d-3503c0e061f6,2024-01-07,2024-02-06,yearly,-5.0,True
5d7e2212-363c-4336-a2e8-28cd0f91637c,5dd2a291-21dd-41ea-96ad-ba62be83e28a,2023-10-11,2023-11-10,annual ,9.99,True
b334daaf-8ed6-44b7-8eb9-d6d6d5700c3c,e2c4999e-35c5-4735-8f03-45f5c5ee802f,2023-08-08,2023-09-07,annual ,9.99,True
dfbb5677-14a6-47a1-a46d-bb60aac53dd5,e161ca4e-d2f0-4eed-9d15-72fc1bb2fea5,2023-06-26,2033-06-23,annual ,14.99,False
320617f9-0ae1-47e9-9e14-b729a4b58626,e46bbd1f-43c6-4ed6-9f69-4ead78b6eebb,2023-10-04,2023-11-03,yr,9.99,False
4a57869c-6430-43da-84cd-9a8aa47789c8,d3aff0de-9b45-4f1a-ba63-7e8ac958bd44,2023-05-25,2023-06-24,mo,-5.0,True
f0900622-bbeb-462c-b38a-836803d134cb,37a2e351-1c88-4602-87b1-4b89f60ba1ad,2023-03-24,2023-03-14,yr,29.99,False
8cfab1cb-952d-4400-8981-ed640fc6781f,1b585995-913e-423e-913d-150528e23c99,2024-01-18,2025-01-17,yearly,-5.0,True
44c9048c-e97c-4210-a404-093f4b59cdd5,0bde19b4-6693-47d8-a33a-2c3da077f081,2023-12-31,2024-01-30,yearly,9.99,True
7dc930f2-4cf6-4b92-af00-c53e087350c1,6848bba1-0b02-46b6-8804-9223c9f75de4,2023-03-26,2033-03-23,mth,9.99,False
dc594f1d-2f89-441c-8ae8-bff060ad7802,c39ae34e-4efe-462a-b1c8-747d1d34c510,2023-05-23,2023-05-13,mo,-5.0,False
3d9582bb-589d-4728-bd22-87117ba35b30,a3b16eb1-6e72-497c-87cf-2921c18afd31,2023-05-23,2023-06-22,Monthly,9999.99,True
9b61200c-f1b3-43db-8d1c-6ecac06cf5e2,a3b16eb1-6e72-497c-87cf-2921c18afd31,2023-05-31,2024-05-30,monthly,-5.0,True
834cd194-23cd-49b9-905f-b58798c6a69d,31e5c434-689f-4ad6-8a36-c41e9ba907ee,2023-11-29,2023-11-19,annual ,9.99,False
345a4d57-dae6-4d5a-94b0-9259feb2b94c,39a9bdfe-861c-4a08-9250-52504cab8457,2023-05-30,2033-05-27,annual ,9999.99,False
9564bf60-ff63-4caf-bca8-9531a73a7ee2,1899e940-41bf-4796-850d-a888a68ef186,2023-06-12,2024-06-11,mo,9999.99,False
58abe906-9c15-4554-8e2f-965bcb387a8d,1899e940-41bf-4796-850d-a888a68ef186,2023-06-03,2033-05-31,annual ,0.0,False
ecf37962-63b6-4ab1-9a09-2d3c4809e6df,3e31e487-fae4-430d-b95c-bdd8f35af417,2023-11-04,2024-11-03,mth,-5.0,True
5eb9b9df-beda-4d15-bbe2-d4c00a0ca862,f3287514-82cc-424d-9dc3-4cfd70f347c2,2023-07-10,2024-07-09,annual ,9.99,True
66d37d6b-560c-46da-b5f5-39578ac2e2f7,c1c47388-0fe8-48e4-9c4b-f83145ece6c9,2023-12-26,2024-01-25,yr,29.99,True
2cac5e74-ebb0-4d81-b08a-da90dbe97466,6f42b8b7-e36f-46da-bf3c-1d2fc6743727,2023-10-28,2023-11-27,monthly,14.99,False
83cef991-aea8-4c29-9c2a-0ae7699fe095,865f545c-eeed-4432-b163-832a17337c32,2023-06-23,2023-06-13,annual,9.99,False
89a5b9d9-8a94-48e2-a79c-f5a3c58226ba,e35feb4a-9035-43c5-8801-14b1ec132623,2023-03-23,2023-03-23,annual ,9999.99,False
7b204239-bfa7-4529-981e-0071fbadd3ee,e35feb4a-9035-43c5-8801-14b1ec132623,2023-03-09,2033-03-06,mth,9999.99,False
cda519ee-80a2-4157-86e0-e94f284845fe,f914ee99-a69e-4c84-bf88-7cc092ea8736,2023-11-10,2023-12-10,yearly,14.99,True
581d4062-ef57-431d-8e04-001b7ea5be5b,f914ee99-a69e-4c84-bf88-7cc092ea8736,2023-10-28,2023-11-27,yearly,9.99,True
93495090-95f4-4be6-b3be-07620a4cd1b9,84e87a6e-159d-4f81-9fbc-4be9d0af83eb,2023-11-10,2023-11-10,yearly,29.99,False
b2940c61-4194-4813-989a-ed802417ef8e,41f9e0f2-be36-4cb9-8f0a-8d031dbdf53f,2023-03-28,2023-04-27,annual ,9999.99,True
cdb452ab-04a0-44a3-bc21-e001fb4a7997,95524832-ae32-4365-99d4-7a3cfcafda37,2023-04-10,2033-04-07,mth,9.99,False
4faee09c-5bac-4f44-9049-8bb26bc43cfe,df4fa291-b856-4fa2-85a1-4f725c68a2ed,2023-12-06,2033-12-03,yr,9999.99,False
5dd3670e-73a9-4426-87ac-faaba1b83b9b,90716d3d-066e-4499-acad-f34c062410cd,2023-02-21,2024-02-21,monthly,9999.99,True
460b02e2-0bf0-4f09-975d-c6dd1a9a58f3,b9de5668-39f6-4e88-b8c2-dad9defbf725,2023-11-07,2023-12-07,yr,9.99,True
8bbd26b7-ade2-4c3e-a335-f0d9e0d6350d,4b0087d2-712b-4a24-8c87-a59766c41a6c,2023-09-19,2024-09-18,mo,0.0,True
a6685249-2810-42cf-bb90-d629a7d27fd0,a9e69c11-6c13-4b53-a681-7d79d1028d57,2023-09-10,2024-09-09,mth,29.99,False
a65526e2-b05c-45d9-8e63-f0aad6feeefa,850e530b-a5fc-4eb2-bca5-abe2c365a11b,2024-01-28,2034-01-25,mth,14.99,False
62189920-81bd-4b89-8800-b19e1d6a5697,898b34af-97a1-491f-b48d-39d466764348,2023-02-23,2023-02-23,annual,0.0,False
a40524da-76fb-41c9-a20a-ee1387b345f0,102faee9-a9eb-4528-b425-49f565708c90,2023-01-28,2023-02-27,mth,0.0,False
9d56a495-411b-4ac4-8ef4-547f0e050984,72d8dec2-8348-47b2-a58a-f06f6ef9fb94,2023-09-09,2023-08-30,annual ,9.99,False
c15d3f48-c4fb-4114-ae29-d15e23bf258d,743cfae4-ee45-44c6-b242-476f9046aedf,2023-03-29,2023-03-29,yr,9999.99,False
2a17935c-1cec-4ff7-bb48-68bf2a99be3c,149e816e-1ce9-4b94-b48e-3dcbc181f805,2023-05-09,2023-06-08,annual,-5.0,False
841a805a-2bc2-4512-81d6-4b19908c068a,cf79f865-ecf5-4e60-9cbd-5c74491985f5,2023-04-15,2033-04-12,yr,0.0,False
10f0f49d-dfb4-40fd-bdf2-6b3d76b00712,40ec46cb-4ef8-4913-bbe3-1490875eff5a,2023-11-17,2023-11-17,mo,29.99,False
5500a3e9-cced-4b40-a33c-1a6384038d26,a482c71b-fd2e-43bd-b97e-06ea489e9cd3,2023-06-22,2024-06-21,yr,-5.0,False
6603976f-ec77-446c-9be7-ed6c9cb1250e,a482c71b-fd2e-43bd-b97e-06ea489e9cd3,2023-06-28,2033-06-25,mo,9999.99,False
21ad0d8d-7e38-4398-9bbf-bd88ed52509c,816aa9ef-e277-4624-8cb4-a58500d544f1,2023-02-26,2023-02-26,yr,9.99,False
55805962-62c8-4be7-b7e6-b936d35ac27b,d928201b-3786-425b-87de-803429d71292,2023-03-26,2023-03-26,monthly,29.99,False
13d9baf1-173d-4a65-ad8c-d49531d40bb3,cf1b23fd-7bd8-4493-8b1b-c0c6586514f0,2023-03-20,2023-04-19,mo,9999.99,True
d0df7e9d-daf8-4b64-be72-052827fc6648,51d3b69b-e435-4189-80d6-1b449b948f61,2023-06-27,2023-07-27,monthly,14.99,True
90981f57-8255-4971-bee5-40c7bbf1d648,ca07e73d-d132-42d3-9643-4ccc8c898303,2023-02-01,2023-03-03,mth,9.99,False
0f01bfac-6d79-48aa-96b2-70c816bff358,f873cf90-798d-40b9-b382-8ce868e16be1,2023-09-25,2023-10-25,Monthly,29.99,False
4ec70bb6-fe76-46ba-8ff8-51937f3875c3,cf2217f7-03da-4fa2-aa98-aabd709daf33,2024-01-02,2024-02-01,annual ,29.99,True
2335fd60-b485-4ce3-8def-164977a1a280,cf2217f7-03da-4fa2-aa98-aabd709daf33,2024-01-18,2024-02-17,monthly,29.99,False
19f1b8c2-a1a1-4f14-93d8-94cfba602ac5,6b13a9c3-5784-40e7-b756-fb253e7b090b,2024-01-06,2024-02-05,monthly,9999.99,True
93d1040f-d592-4f91-b184-e818c1a65e0a,b1e7a1d8-f888-4df8-8cf6-c9ebf3f6f209,2023-10-06,2023-10-06,yearly,29.99,False
6c03ba43-647f-414e-9b3c-205561425f42,6b72fd23-878e-4778-8777-233f49399805,2023-04-23,2024-04-22,monthly,9.99,False
ffa45c1b-0d99-45eb-8b22-fb9097d0f955,6b72fd23-878e-4778-8777-233f49399805,2023-04-05,2023-05-05,mth,29.99,True
b58fd74c-7642-47cf-84dc-146b252fddeb,47082a03-092c-47da-b05e-00eccc7ad940,2023-06-29,2023-07-29,yearly,14.99,False
3d39f46b-95ab-44e6-adc5-2e70c2a318ad,9df416da-baca-47b3-baac-2d021b8588dd,2023-08-10,2024-08-09,Monthly,9999.99,True
944c3633-04bb-4664-8fee-ac5630e10be3,9df416da-baca-47b3-baac-2d021b8588dd,2023-07-22,2024-07-21,monthly,29.99,True
bdf9a5d5-2321-4c0a-89f5-920296821b98,53a0a219-c1a8-406c-b8f4-b13768d94108,2023-02-07,2033-02-04,Monthly,29.99,False
904f539b-4c92-4628-bc07-ea77f454622f,185a385c-8ab1-4d11-812b-8d0082b0d141,2023-02-07,2023-01-28,annual ,9.99,False
8a1d9c40-f7d1-4b95-8c4d-1ee754cb1d91,94e0561c-c6fd-42ab-baab-ecb0a468a406,2024-01-13,2025-01-12,annual ,29.99,True
d3f637c2-5883-4d17-b743-2086142d0556,79f2a4f5-ca9b-48c5-86d2-922be1e0530a,2023-06-23,2023-06-23,Monthly,14.99,False
7d596bf1-2296-44c4-9425-63d1772e218a,d42c10cd-fe6d-4da9-b909-09210ff1ac31,2023-08-17,2023-09-16,mo,14.99,True
1f2a6d5e-485f-431a-824d-e7b86cef37b2,de5e3856-ca3e-4871-887d-29025d5f08a9,2023-02-21,2023-02-11,monthly,14.99,False
9037c939-3292-4e37-9b89-5f87e49d500c,2b45566e-5b8a-4025-8e06-3f680521996e,2023-09-24,2023-10-24,annual ,9.99,True
8737378b-e70b-4430-9615-223de76e2009,d227fbd1-614e-4e00-bcdc-171e6755d760,2023-11-06,2023-11-06,yearly,14.99,False
aecb46de-03c6-40fb-a299-7dcde2bbbf52,a2578ccc-9f01-4d50-a45c-4d4f7295d644,2023-03-23,2023-04-22,yr,0.0,True
5ee0dde8-1356-46a1-8d96-0b8115ec1ccb,a2578ccc-9f01-4d50-a45c-4d4f7295d644,2023-03-10,2023-03-10,yr,9999.99,False
a5d843f7-ca5a-41e4-b18c-2461a03727b6,b3d033ff-1a62-43e8-bced-cbae762979fa,2023-08-05,2023-09-04,yr,0.0,True
745d6869-3598-4aa8-b1cb-d91355db2bf4,2de3b985-af5a-41e6-b9de-f7baa9aa85fe,2023-05-26,2023-06-25,Monthly,9.99,True
b4e9a1fe-27f1-49c5-8b77-2cb68b67a51d,2de3b985-af5a-41e6-b9de-f7baa9aa85fe,2023-06-07,2023-05-28,yearly,9999.99,False
275082a6-a7b6-42f3-a8a0-a46f9d58113d,a76c91b4-8ed2-40db-9626-ad27de3fa9d6,2023-11-06,2033-11-03,yearly,9.99,False
6a4283ea-ea57-43ed-a993-2407190cc879,a3df00ac-56a2-424a-a520-da45b0e714ab,2023-08-05,2023-09-04,yr,9999.99,True
8b2e770b-0f80-4fbe-a433-b73e402ce423,67fea192-b149-4c1a-9fdd-f812bfe2a125,2023-11-24,2033-11-21,annual ,9999.99,False
8fbf0d19-e239-4675-815a-35ed673d1c96,09881614-f3e7-463d-be15-9a2d54805e42,2023-11-02,2024-11-01,annual,-5.0,True
dfc097ca-2ae6-4f3c-8479-07825dbe92d5,08b20281-3e70-4fe7-8764-71c776b2c859,2023-04-20,2033-04-17,annual,14.99,False
e28ac29f-9565-4824-83d4-a4bb2264ec87,136624cc-673b-4b01-bf35-86acffcd1608,2023-02-22,2024-02-22,yearly,9999.99,True
123b7bd6-c3a8-47d5-acc4-1d307bbc8e25,7e965c62-aed3-4535-9b68-c2bd8485c241,2023-12-28,2024-01-27,yr,9.99,False
74db388c-1e6d-464b-9779-7b32b74182dd,5c84d045-cad8-4b7b-bac5-ac19749dedad,2023-06-28,2023-07-28,Monthly,9.99,False
a3ea19a9-0087-4d99-95d5-2a23a7355cd7,b95a6620-17ed-4cbd-8483-8525da1bc1d0,2023-08-20,2023-08-20,mth,0.0,False
6bb40652-cf33-49da-ad74-e131bd03a64e,b95a6620-17ed-4cbd-8483-8525da1bc1d0,2023-08-22,2023-09-21,mth,9.99,True
695803b2-cc37-4b56-9724-75ae3c035321,12c489f4-ac5b-4e30-a753-4d7a5d8d4af9,2023-10-10,2023-11-09,annual,9.99,True
2e17f131-5a3b-4af2-a2dd-b1a6658f8636,95ae20ab-af50-4e6e-84ec-a61881296578,2024-01-01,2033-12-29,mth,9.99,False
0fd4927c-57a5-4ae4-9244-647aed0a259f,346a606b-5cc3-480c-bf01-b02a669a7829,2023-10-01,2023-09-21,mo,0.0,False
be38f355-9144-4c0b-a07f-b199f2f1ef70,4c4cf9c1-69e1-45af-92d3-ec24640773cc,2023-01-20,2023-01-10,monthly,14.99,False
f241e946-c1f8-4c0e-8d79-84d68b1a65fa,a1cdcbab-7546-4616-beaa-41447d5ab6b7,2023-09-19,2023-09-09,mth,14.99,False
cf0bf81f-4bec-4a99-bce7-4757d91f7688,a1cdcbab-7546-4616-beaa-41447d5ab6b7,2023-09-18,2023-10-18,mo,14.99,False
a6fc9552-2b39-4a3e-82c2-40fac7365ddf,115110f5-568f-4837-87f7-afa46959976c,2023-03-21,2023-03-21,monthly,14.99,False
57c25fd2-e76a-470e-aba3-16bd4a4af1c6,598781c4-42ce-4798-8dde-54576912e265,2023-05-04,2023-05-04,yearly,-5.0,False
0c40b6c8-b535-48df-9316-b2a51518d8ed,598781c4-42ce-4798-8dde-54576912e265,2023-05-12,2023-06-11,Monthly,0.0,False
a401eeab-a3a3-47c9-a42c-63aba6cd15ed,2abb8548-92aa-4dae-94be-595f2a587d70,2024-01-08,2023-12-29,annual,29.99,False
5acf8ac0-ef5d-4211-ae55-4a9f417d1595,8120ec49-e446-48b2-ae66-cbfe92a4c5bb,2023-06-26,2024-06-25,annual ,29.99,False
dce79bb7-b6cb-45b7-b55c-5a57d535e016,5cc69fdc-e524-43b0-977e-84dd38bc94ae,2023-07-15,2023-07-05,mo,29.99,False
50a65000-fab0-4e56-8d74-665bb5ea51ae,4b0de374-ddcd-4d7d-a8a6-5d1d9279fc6a,2023-06-05,2023-05-26,annual,-5.0,False
73d5f1b1-6d23-4325-99cb-f4f9dee8ea09,9aa3e67c-e2c6-403a-9a2f-06efcfe470d8,2023-11-05,2033-11-02,Monthly,29.99,False
0d4b6174-5149-4ac9-b56e-0bc6c2b03f41,5cfecbc6-5bc5-4931-9cde-eb06ff3473f2,2023-04-27,2023-04-27,annual,9999.99,False
e74c5fd2-3b31-4924-b4a3-ac480c93f24c,8d4d2c3d-93a0-42dd-b85d-ea1c8d7c0659,2023-12-29,2024-12-28,mth,29.99,True
3a924e5d-3d09-4333-a263-37ab5ffabece,5a7380c6-b811-49cb-913e-6e52335f1154,2023-10-10,2023-11-09,mo,0.0,True
32923ca6-ec84-4eea-af16-b75e538d4b7f,5a7380c6-b811-49cb-913e-6e52335f1154,2023-10-08,2023-09-28,yr,0.0,False
851d1d5c-dbd2-4347-94bd-54fcaa4a7e9d,ab80d0c9-2e67-426a-b7ed-eaf7ae3da625,2023-11-09,2033-11-06,yearly,14.99,False
1790bb55-ceb2-4c4d-9b74-db53a4cc1608,ab80d0c9-2e67-426a-b7ed-eaf7ae3da625,2023-11-08,2023-12-08,yearly,14.99,True
9cb2f6a3-ee3b-4287-bbca-9236555fec3b,319bec7d-1562-40a6-b2f1-6122fcc59065,2024-01-26,2024-01-16,yr,9.99,False
be57fad9-3a67-4f3a-ace1-1dcf67b569c0,28ef8289-4861-413c-a973-7f264f490ed4,2023-04-03,2023-05-03,monthly,29.99,False
c1fe6dca-c5ed-4d00-adb1-e2babf321cc7,fa1990e5-4e6d-4e06-899d-e5050d516cbe,2023-11-08,2024-11-07,yearly,14.99,True
cd836f7f-75c0-42ee-bdff-5870a669f0e6,fa1990e5-4e6d-4e06-899d-e5050d516cbe,2023-10-15,2024-10-14,mth,9.99,True
7d4eebde-000e-4a73-888a-02599a39850b,20316d63-82c5-40de-b245-e894d13baeb8,2023-07-20,2023-08-19,yr,-5.0,True
d235cf2f-ab40-477e-9a8e-f56400e8c989,20316d63-82c5-40de-b245-e894d13baeb8,2023-07-21,2023-07-21,monthly,9999.99,False
2ef2622f-b045-49b2-b4c3-476c798c828c,1644d814-a767-48b7-b729-1970514690ec,2023-10-30,2023-11-29,monthly,-5.0,True
5ac84382-7956-408a-a5d6-86a82836d719,bcced7db-75b7-49b6-832e-b5cd865b2d19,2023-04-04,2023-04-04,annual ,-5.0,False
b5030d98-0b15-4a03-83f1-17cd77c9c20c,3b4c7b5e-c5e5-407e-8db9-9d5d7bc817ff,2023-09-22,2023-09-12,Monthly,0.0,False
a1ee7b5b-e021-4ffa-b065-d14d5af1f3b6,09496e7f-6040-43f9-b682-9df96bc4d563,2023-08-03,2023-09-02,Monthly,14.99,True
c033ea67-2c58-42fa-802c-459b81299b8e,43360ee1-5333-4690-b4e0-35aedf44ac1c,2023-09-05,2023-09-05,Monthly,9.99,False
65183124-e6b9-44e0-88bd-bb90fa2be15f,43360ee1-5333-4690-b4e0-35aedf44ac1c,2023-08-30,2024-08-29,mo,0.0,False
4bcede8f-797a-4f3c-89e7-6d245ab5221c,306a7862-67b1-4924-838f-854fb4fc2ace,2023-05-14,2023-05-04,mo,-5.0,False
fc3dacfa-bcea-41a9-8dd0-e1be9e51fef9,b4981157-47d9-4389-9a0a-3c3b42a5215e,2023-07-26,2023-08-25,annual ,-5.0,False
8c46abf2-6462-4315-b45a-4bf6a513070e,1d73d53e-2e72-49d7-9bc3-fa78ecc4ea64,2023-04-07,2023-03-28,monthly,0.0,False
704fccd1-716f-475d-956c-8eb2de290fde,27140e4e-6032-470c-9b14-48978447bad3,2023-12-14,2024-12-13,Monthly,-5.0,True
22c4f08f-83ea-44f5-8008-d4e88f7b558e,b5e5a248-f5ae-489a-b6bf-0b19cd9a4b37,2023-08-07,2033-08-04,annual,14.99,False
7c197547-7f7e-48fc-8064-9f8d9ce0b928,4e18812d-f304-4ded-bcb3-aa1efba2b6c3,2023-12-14,2024-01-13,mth,9999.99,True
7dc62e71-2959-4d2a-abac-8a9dcb25105c,f193f226-45be-4654-b3df-32ad6538f99a,2023-05-26,2023-05-26,mth,-5.0,False
9f252037-9df7-4db1-8637-ff9ee1394a4e,8762bc77-eccc-467c-9925-0b8e30648e92,2023-09-06,2024-09-05,monthly,29.99,True
ddc715e2-9a65-44df-9f63-e7f651c60b65,5db3c319-346c-4769-a71d-343a5acaef59,2023-09-13,2023-09-13,Monthly,0.0,False
d4fb276a-40de-49a5-9fb8-772146aef5d2,ece4d414-851e-4903-b1a2-fd7c2b45fae0,2024-01-01,2024-01-31,annual,0.0,True
b9c3db2b-028f-4760-b9ba-0ad5bb3357a4,d9d51968-aba8-4b84-b26d-56b4cf3aa374,2023-09-24,2023-09-14,Monthly,29.99,False
a51d7b7f-2354-4aea-ad72-b6a5f66e2384,fe879cc0-bfec-494a-945d-74bb4ca96baa,2023-09-26,2023-09-16,yr,9999.99,False
fd8e23ce-be80-4920-a8e5-f95b4947fdc8,c27cba3d-6fec-4f87-88e6-15852f49becf,2023-05-29,2023-06-28,yr,9.99,True
952738ad-5663-454a-9c6e-40136c162cc6,c679cd3c-2c16-414a-b771-7cda69263feb,2023-05-20,2023-06-19,annual ,29.99,True
a985de24-0af9-4906-b256-4fbfb6f9aae7,8188eb57-f8ee-4f41-8b12-6b8b3e76f72b,2023-12-22,2024-01-21,Monthly,0.0,True
1008c4f1-5690-40b4-949f-bbd456bcf384,d19ed266-b74e-40cf-9c19-3f8d846e7c26,2023-04-08,2023-05-08,annual,-5.0,True
7563dca0-d36c-4179-9559-2e1ec1abe47e,d19ed266-b74e-40cf-9c19-3f8d846e7c26,2023-04-07,2023-05-07,yearly,9.99,True
523dd66e-b62e-4f29-997d-26f1ddcf60ad,4a14656e-c204-401d-81b1-75bb74ea19cd,2023-10-16,2023-10-06,annual,9.99,False
ad429fb4-f3ea-4fe3-b731-81db55a176c7,f998eb67-940d-4d7e-8897-6fdede5f9868,2023-12-17,2024-12-16,yr,9999.99,True
7926fe76-a959-441f-84ec-c89f0466ab2d,3240137b-aefa-4bcf-9eaa-504921743360,2023-05-18,2023-05-18,annual,29.99,False
2e2dabf8-63b5-4f8c-94d8-a4c8bcde8ab2,41099272-5a20-485b-ac75-2637be06aff0,2023-08-03,2023-08-03,mo,9999.99,False
5840fc83-b53b-4783-80a5-96811707d78e,dad1b9e9-4e88-4d54-9099-878fc4b18c64,2023-05-08,2023-05-08,monthly,9.99,False
2681c6c0-af6e-4904-aa4e-760996715cd0,a48079e9-c725-445b-94b4-b855c560c4b5,2023-06-21,2023-07-21,yearly,9999.99,True
8aae5744-a4ad-465a-94f4-1697d8461e8a,a48079e9-c725-445b-94b4-b855c560c4b5,2023-06-28,2024-06-27,annual,29.99,False
52b50856-7cd3-45be-afab-3406e7a47fb6,a1272619-c3f5-4ad4-a9a2-6aaa0015de04,2024-01-01,2024-01-31,yearly,9.99,False
913fa5bc-3e12-4582-90cf-7f8672f36b72,0f6dda63-66cd-4c4e-865c-cd4e02fb5af3,2023-05-23,2023-05-13,yr,-5.0,False
a5eb4543-eca2-455d-9790-ed1dfa615758,939493eb-9bf8-44f5-ac59-1855df84ad62,2023-07-12,2023-07-02,Monthly,9999.99,False
74690b4c-52a4-4207-87e1-b565bf459aeb,491ed9dc-56dd-4a24-a7b5-471f47e2357d,2023-10-24,2023-10-24,annual ,9.99,False
13cad506-0459-4cbc-bfef-65ecfeb1a5ce,c7c769e7-ec58-4414-9e90-59c7484b95b5,2023-01-29,2023-01-19,annual,29.99,False
